message_id,user_id,timestamp,message
00037_079,user_00037,1780270521,😴
00033_001,user_00033,1780366225,"eh, it's going. i've got a stack of essays i was supposed to grade last weekend and they're still sitting there staring at me"
00033_003,user_00033,1780366344,"slow-building dread mostly. progress reports go out in like two weeks so technically i have time, i just can't seem to make myself sit down and start"
00033_005,user_00033,1780366466,that sounds less like laziness and more like your tank is just empty. how long has the couch thing been happening?
00033_007,user_00033,1780366590,"ha, oops, yeah my brain's not firing today. um, since like october maybe? i come home, sit down, and that's basically it til bedtime"
00033_009,user_00033,1780366708,"that last part — ""he misses me"" — is a hard thing to notice about yourself. Have you two talked about it, or is it more of an unspoken thing you both feel?"
00033_011,user_00033,1780366796,"yeah. and i feel bad about it but the bad feeling doesn't actually make me get up and go sit with him, which is its own thing"
00033_013,user_00033,1780366870,my husband. he'll be in the kitchen making dinner and i'm just in the other room like a lump
00033_015,user_00033,1780367023,"he knows something's off. i've told him i'm just tired from work and he lets it go, but i think he knows it's more than that"
00033_017,user_00033,1780367084,"and part of it is i'd have to admit it's not just work, which means it's me, and i don't really want to look at that"
00033_019,user_00033,1780367203,"no, i'd tell a kid in my class to go easy on themselves and mean it. i just don't extend it to me apparently"
00033_021,user_00033,1780367289,i don't know honestly. maybe just not making the essay pile mean something about my worth as a teacher
00033_023,user_00033,1780367352,"a little, in my head. it doesn't really stick though, i feel it for a second and then it slides off"
00033_025,user_00033,1780367434,"maybe. standing in the kitchen is easier than some big sit-down talk anyway, i think i could manage that"
00033_027,user_00033,1780367548,"yeah he's making something, i think chili. i can probably drag myself in there and just lean on the counter"
00033_029,user_00033,1780367651,yeah. maybe i'll say the tired's been more than tired lately and see what he does with it
00033_031,user_00033,1780367698,"we'll see. thanks for letting me ramble at you, i didn't really mean to get into all that"
00033_033,user_00033,1780367797,"thanks. i'll try to at least get through a few essays after too, no promises"
00033_035,user_00033,1780367854,night 🙂
00033_037,user_00033,1780367979,will do 🙂
00033_039,user_00033,1780368082,"yeah, take care"
00033_041,user_00033,1780368222,thanks 🙂 bye
00033_043,user_00033,1780368350,👋
00033_045,user_00033,1780368497,goodnight
00033_047,user_00033,1780368582,"night, going to go find that chili now"
00033_049,user_00033,1780368636,yep. bye for real this time 🙂
00033_051,user_00033,1780368721,thanks 🙂
00033_053,user_00033,1780368860,🙂
00033_055,user_00033,1780368921,"ok, off i go"
00033_057,user_00033,1780369023,"heh, it's chili not a battle. but yeah, going"
00033_059,user_00033,1780369122,bye 🙂
00033_061,user_00033,1780369237,👋
00033_063,user_00033,1780369344,ok i'm actually closing the phone now
00033_065,user_00033,1780369437,yeah. bye
00033_067,user_00033,1780369575,🙂
00033_069,user_00033,1780369659,ok. gone.
00002_001,user_00002,1780373770,"not much, just parked at a rest stop in nebraska eating gas station chicken again. 4 more days till i get home"
00002_003,user_00002,1780373824,"That doesn't sound boring at all, that sounds like the most reasonable plan in the world. How long have you been out this run?"
00002_005,user_00002,1780373894,"haha my bad, brain's mush. i've been out 12 days this time"
00002_007,user_00002,1780374016,"pretty normal lately, sometimes longer. the miles all kinda blur together after a while"
00002_009,user_00002,1780374077,"yeah, the zoning out sounds tiring in its own way. is it a ""content and cruising"" kind of zone out or more like just going through the motions?"
00002_011,user_00002,1780374144,ha yeah idk what im doing. mostly going through the motions honestly. i put on music but half the time i cant even tell you what played
00002_013,user_00002,1780374286,"it lifts some. first day home is good, then i kinda just sit around and it creeps back in"
00002_015,user_00002,1780374396,"my sister's nearby and my dog's there, that's about it. i keep meaning to see friends but i never end up texting anybody"
00002_017,user_00002,1780374544,both i guess. by the time i think about it its late and i figure they've got their own stuff going on
00002_019,user_00002,1780374684,"my friend dana, we used to do breakfast on sundays. haven't done that in like a year"
00002_021,user_00002,1780374807,maybe. i could probably do that. she's an early riser so sunday would work for her
00002_023,user_00002,1780374960,"yeah. ill do it before i pull out of here, otherwise ill forget by omaha"
00002_025,user_00002,1780375095,thanks. gonna finish this sad chicken and get back on the road
00002_027,user_00002,1780375208,appreciate it. take care
00002_029,user_00002,1780375281,"thanks, ill let you know if it happens. ok, rolling out"
00002_031,user_00002,1780375381,later 🚛
00002_033,user_00002,1780375467,"alright, radio silence from me now. gotta drive 🙃"
00002_035,user_00002,1780375588,👍
00002_037,user_00002,1780375686,out
00002_039,user_00002,1780375805,...
00002_041,user_00002,1780375962,"ok that's enough lol, bye for real"
00002_043,user_00002,1780376030,✌️
00002_045,user_00002,1780376102,out for good this time lol
00002_047,user_00002,1780376176,👋
00002_049,user_00002,1780376242,lol we're both bad at ending this. ok. bye
00002_051,user_00002,1780376388,*radio off*
00002_053,user_00002,1780376518,😂 ok goodnight
00002_055,user_00002,1780376689,night 🌙
00002_057,user_00002,1780376798,💤
00002_059,user_00002,1780376906,zzz
00002_061,user_00002,1780377017,thanks bot 🚛💤
00002_063,user_00002,1780377136,💤💤
00002_065,user_00002,1780377233,"ok im actually asleep now, dont respond lol"
00002_067,user_00002,1780377357,😴
00002_069,user_00002,1780377467,zzzz
00002_071,user_00002,1780377627,😴
00002_073,user_00002,1780377687,ok this is the last one i swear 💤
00002_075,user_00002,1780377805,night for real 🌙💤
00002_077,user_00002,1780377914,😴 out
00002_079,user_00002,1780377985,💤
00002_081,user_00002,1780378019,ok NOW im done lol. night
00002_083,user_00002,1780378083,🌙
00002_085,user_00002,1780378171,💤
00002_087,user_00002,1780378342,ok bye lol 😴
00002_089,user_00002,1780378434,😴💤
00002_091,user_00002,1780378546,ok. truly. done. night 🌙
00002_093,user_00002,1780378650,💤
00002_095,user_00002,1780378773,😴
00002_097,user_00002,1780378870,"ok im going to sleep for real, night 🌙"
00028_001,user_00028,1781139226,honestly not much. i've been meaning to clean out the garage all weekend and instead i just sort of sat with my coffee for two hours
00028_003,user_00028,1781139361,"yeah that makes a lot of sense. it's not really a garage, it's a whole unresolved conversation sitting in there"
00028_005,user_00028,1781139473,my ex. half that stuff is his and he keeps saying he'll come get it and then doesn't
00028_007,user_00028,1781139588,"yeah, and then i feel kind of pathetic for letting it sit. like it's just boxes, why can't i deal with it"
00028_009,user_00028,1781139684,i guess. i keep telling myself i'll just put it all on the driveway and text him a photo but i never do it
00028_011,user_00028,1781139793,"honestly probably both. and also once it's gone i've got a big empty garage and nobody to argue with about it, you know?"
00028_013,user_00028,1781139906,"exactly. that's the part nobody warns you about, the quiet. everyone's like ""you'll feel so free"" and mostly i just feel tired"
00028_015,user_00028,1781140014,"yeah. it's been like eight months since he moved out and i still haven't really unpacked my own life either, if that makes sense"
00028_017,user_00028,1781140096,"i used to sew, had a whole machine and fabric bins. it's all buried behind his golf clubs somewhere in there"
00028_019,user_00028,1781140175,"huh. that's kind of a nicer way to think about it, i hadn't flipped it like that"
00028_021,user_00028,1781140258,"ha, true. i wouldn't even have to move his clubs far, just enough to get to my bins"
00028_023,user_00028,1781140326,"i don't know, probably something dumb and easy. curtains for the spare room maybe, it still has the ugly blinds he picked"
00028_025,user_00028,1781140473,i've got some navy stuff in there i bought years ago and never used. it'd probably work fine
00028_027,user_00028,1781140563,"yeah. maybe i'll go poke around out there tonight, no promises though"
00028_029,user_00028,1781140666,will do. thanks for letting me ramble about boxes
00028_031,user_00028,1781140773,"ha, if i can find it. night"
00028_033,user_00028,1781140898,thanks. we'll see 🙂
00028_035,user_00028,1781141016,"appreciate it. ok, going to actually get up now"
00028_037,user_00028,1781141082,ok bye 👋
00028_039,user_00028,1781141233,out 🙂
00028_041,user_00028,1781141395,*(no further response — conversation over)*
00028_043,user_00028,1781141501,🙂
00028_045,user_00028,1781141636,night 🙂
00028_047,user_00028,1781141710,💤
00028_049,user_00028,1781141823,"ok i'm actually going now, goodnight for real"
00028_051,user_00028,1781141918,👋
00028_053,user_00028,1781142059,*(conversation over)*
00028_055,user_00028,1781142175,thanks 🙂
00028_057,user_00028,1781142328,"ok, off to the garage 🙂"
00028_059,user_00028,1781142466,will try 🙂 bye
00028_061,user_00028,1781142568,👋
00028_063,user_00028,1781142735,night
00028_065,user_00028,1781142847,🙂
00028_067,user_00028,1781142922,"ok, done here. take care"
00028_069,user_00028,1781143020,👋
00028_071,user_00028,1781143119,*(no reply)*
00028_073,user_00028,1781143253,💤
00028_075,user_00028,1781143398,ok going 👋
00028_077,user_00028,1781143503,will do 👋
00028_079,user_00028,1781143590,night 🙂
00028_081,user_00028,1781143678,💤
00028_083,user_00028,1781143766,ok bye for real
00028_085,user_00028,1781143881,💤
00028_087,user_00028,1781144033,👋
00028_089,user_00028,1781144146,"ok done, night"
00028_091,user_00028,1781144208,*(no reply — conversation over)*
00028_093,user_00028,1781144304,💤
00028_095,user_00028,1781144434,bye
00028_097,user_00028,1781144541,*(no reply)*
00004_001,user_00004,1782040963,not a whole lot honestly. i've got a logo project sitting open on my screen since tuesday and i keep just... looking at it
00004_003,user_00004,1782041066,"bit of both maybe. the client wants ""modern but timeless"" which means nothing, and i just don't have anything in me for it lately"
00004_005,user_00004,1782041162,"been a while, if i'm honest. months. i used to actually enjoy this stuff"
00004_007,user_00004,1782041270,"nothing dramatic happened. work just got thinner and thinner and the money stress kind of ate everything else, i think"
00004_009,user_00004,1782041375,"exactly that. and then i'm slow, so it takes longer, so i earn less, and round it goes"
00004_011,user_00004,1782041478,"honestly not much. i sleep bad, i don't really see people anymore. some days getting to the kitchen feels like a lot"
00004_013,user_00004,1782041548,"no. haven't been to a doctor in years, and there's the cost of it too"
00004_015,user_00004,1782041614,"maybe. i wouldn't even know where to start looking, and i don't have the energy to fight with phone menus right now"
00004_017,user_00004,1782041714,"i'm in upstate new york, near albany-ish"
00004_019,user_00004,1782041824,"sure, i guess. no promises i'll do anything with it but you can send em"
00004_021,user_00004,1782041995,okay. thanks for not making it a big thing
00004_023,user_00004,1782042119,"ha, true. it's not going anywhere and neither am i"
00004_025,user_00004,1782042244,"oh no, i didn't mean it like that. just meant i'm stuck in place, that's all"
00004_027,user_00004,1782042395,yeah. i'd like to believe that. some days i do
00004_029,user_00004,1782042527,true enough. i'm gonna go make some tea and probably not open that file again tonight
00004_031,user_00004,1782042600,thanks. night
00004_033,user_00004,1782042662,"haha, ""tea時間"" — autocorrect got ambitious there. Go on, enjoy it. 🍵"
00004_035,user_00004,1782042789,g'night for real this time 🍵
00004_037,user_00004,1782042909,💤
00004_039,user_00004,1782043017,"thanks, you too — or whatever it is you do 🌙"
00004_041,user_00004,1782043118,will do 🌙
00004_043,user_00004,1782043188,night 🌙
00004_045,user_00004,1782043277,ok now we're just waving moons at each other lol. bye for real
00004_047,user_00004,1782043408,💤 bye
00004_049,user_00004,1782043525,😊
00004_051,user_00004,1782043673,"ok i'm actually going now, kettle's whistling"
00000_001,user_00000,1782294212,honestly not much. i retired a few months back and the days kinda blur together now
00000_003,user_00000,1782294299,"that's a big shift — 20 years of your day being decided for you, then suddenly nothing. what does a typical day look like now?"
00000_005,user_00000,1782294463,"That sounds pretty hollow, honestly — like the hours are just passing through you rather than you living them. Is that how it feels, or am I reading too much into it?"
00000_007,user_00000,1782294526,"ten minutes sounds doable when you say it, but i've been telling myself that for weeks and still haven't gone out there. feels pathetic saying it out loud"
00000_009,user_00000,1782294656,"there's a little yard, my wife's been on me about the weeds. i just end up on the couch with the tv on most of the day, don't even really watch it"
00000_011,user_00000,1782294785,"it's a chore either way but at least she'd notice. i dunno, sleeping's been rough too so by afternoon i'm just done"
00000_013,user_00000,1782294880,"started before that i think, but it got worse once i stopped working. wake up at 3 and just lay there"
00000_015,user_00000,1782295026,"she knows i'm not sleeping, hard to hide. haven't bothered with a doctor, feels like a lot of fuss over nothing"
00000_017,user_00000,1782295158,"yeah, i hear you. maybe. i've got a checkup coming up in a few weeks anyway, i could mention it then"
00000_019,user_00000,1782295230,"ha, yeah my memory's shot lately anyway. i'll put it in my phone"
00000_021,user_00000,1782295323,"alright, no promises but i'll try. thanks for listening, i know i'm not exactly a barrel of laughs today"
00000_023,user_00000,1782295372,"thanks. means more than it probably should, honestly. take care"
00000_025,user_00000,1782295490,will do. bye for now
00000_027,user_00000,1782295588,thanks. i'll let you know how it goes
00000_029,user_00000,1782295668,"yeah, talk soon"
00000_031,user_00000,1782295800,👋
00000_033,user_00000,1782295870,bye
00000_035,user_00000,1782295991,will do
00000_037,user_00000,1782296152,yeah 👋
00000_039,user_00000,1782296282,"alright, i'm gonna go find something to eat. later"
00000_041,user_00000,1782296409,"yeah, thanks. later"
00000_043,user_00000,1782296516,👋 later
00000_045,user_00000,1782296652,yep
00000_047,user_00000,1782296814,"yep, bye"
00000_049,user_00000,1782296920,alright i'm actually logging off now. take it easy
00000_051,user_00000,1782296995,"thanks, you too. bye"
00000_053,user_00000,1782297047,👋
00000_055,user_00000,1782297138,"alright, gone for real this time"
00000_057,user_00000,1782297274,"yeah, will do 👋"
00000_059,user_00000,1782297420,...
00000_061,user_00000,1782297487,"barely, ha. just sitting here not moving like usual"
00000_063,user_00000,1782297552,"leftovers probably, wife made some kind of casserole a couple days ago. probably still fine"
00000_065,user_00000,1782297682,"alright alright, i'm getting up. later for real"
00000_067,user_00000,1782297831,👋
00000_069,user_00000,1782297939,ok bye
00000_071,user_00000,1782298056,👋 done
00000_073,user_00000,1782298134,yeah. bye
00000_075,user_00000,1782298196,👋
00000_077,user_00000,1782298274,ok
00000_079,user_00000,1782298356,bye
00000_081,user_00000,1782298491,going
00000_083,user_00000,1782298547,👋
00035_001,user_00035,1782513433,"honestly not much, just been at my desk since like 8am and it's dark out now. lost track of the day again"
00035_003,user_00035,1782513602,full screen day. i keep telling myself i'll walk at lunch and then just... don't. ate a granola bar over my keyboard around 3
00035_005,user_00035,1782513751,"mostly momentum i think. like if i stand up i'll lose the thread and then i'm behind, and i'm already behind. we're understaffed so everything feels urgent"
00035_007,user_00035,1782513910,yeah i know. logically i know that. but the backlog doesn't care and neither does my manager really
00035_009,user_00035,1782513955,"two people left in the fall and they never backfilled. so it's been like this since october, just kinda quietly getting worse"
00035_011,user_00035,1782514034,"eh. tired mostly. i don't really do stuff outside work anymore, i just kinda sit there after i log off"
00035_013,user_00035,1782514077,"i used to build little synth stuff, like modular gear. haven't touched the bench in months, there's literally dust on it"
00035_015,user_00035,1782514177,i miss the idea of it more than i have energy for it? like i'll think about it and then just scroll instead. feels dumb saying that out loud
00035_017,user_00035,1782514292,maybe. i'd probably just end up feeling bad that i'm not actually building anything though
00035_019,user_00035,1782514368,"yeah probably. i don't really see friends much either, everyone's busy and i'm bad at initiating"
00035_021,user_00035,1782514436,my friend sam probably. we used to trade recordings and stuff. i keep meaning to text them and then it's been like three weeks
00035_023,user_00035,1782514595,"yeah maybe. i'll probably say i will and then not, but yeah. it's not like sam would be weird about it"
00035_025,user_00035,1782514687,"ok fine. sent them a photo of the dusty bench with like ""this is my life now lol"""
00035_027,user_00035,1782514747,kinda good actually? like a tiny bit lighter. they already replied with a crying laughing emoji lol
00035_029,user_00035,1782514879,"yeah. ok that's something at least. maybe i'll wipe the dust off this weekend, no promises"
00035_031,user_00035,1782514934,"ha, we'll see. thanks for this, i didn't really expect to talk about any of it"
00035_033,user_00035,1782515055,"yeah, i'm gonna close the laptop. night"
00035_035,user_00035,1782515127,will do. later 👋
00035_037,user_00035,1782515242,haha will do 🫡
00035_039,user_00035,1782515366,yep. bye 🙂
00035_041,user_00035,1782515437,🙏 night
00035_043,user_00035,1782515589,💤
00035_045,user_00035,1782515702,💤 ok bye for real
00035_047,user_00035,1782515797,👋
00035_049,user_00035,1782515906,thanks 🙂
00035_051,user_00035,1782516035,💤
00035_053,user_00035,1782516176,"🙏 ok logging off now for real, night"
00035_055,user_00035,1782516293,💤 night
00035_057,user_00035,1782516367,ok closing the laptop 💤
00035_059,user_00035,1782516409,night 🌙
00009_001,user_00009,1782632968,not much honestly. just got home from work and i've been sitting on my bed staring at my guitar for like 20 minutes instead of picking it up lol
00009_003,user_00009,1782633074,yeah it does. 8 hours of doing something that doesn't matter and then you're supposed to come home and be a creative person? my brain's just static by then
00009_005,user_00009,1782633171,alright. later 🎸
00009_007,user_00009,1782633301,"honestly weekends are usually the same, i just sleep a lot. but maybe i'll mess around with it tonight, we'll see"
00009_009,user_00009,1782633410,yeah maybe. thanks
00009_011,user_00009,1782633491,will do. night
00009_013,user_00009,1782633602,night 🌙
00009_015,user_00009,1782633709,"thanks, you too"
00009_017,user_00009,1782633762,later 👋
00009_019,user_00009,1782633836,🙂
00009_021,user_00009,1782633948,you too
00009_023,user_00009,1782634120,👋
00009_025,user_00009,1782634226,alright im gonna actually go pick it up. later for real
00009_027,user_00009,1782634327,thanks 🎸 wish me luck
00009_029,user_00009,1782634432,🙏 ok going now
00009_031,user_00009,1782634528,bye 💤
00009_033,user_00009,1782634579,night for real this time 😅
00009_035,user_00009,1782634676,"thanks, night 🎸"
00009_037,user_00009,1782634754,night
00009_039,user_00009,1782634862,"ok im logging off, this is getting silly lol. bye"
00009_041,user_00009,1782634950,😅 bye
00009_043,user_00009,1782635071,👋
00009_045,user_00009,1782635224,ok bye for real
00009_047,user_00009,1782635386,😅 bye
00009_049,user_00009,1782635493,🎸
00009_051,user_00009,1782635583,ok done. night
00009_053,user_00009,1782635667,night 👋
00009_055,user_00009,1782635707,🌙
00009_057,user_00009,1782635765,alright im out. take care
00009_059,user_00009,1782635935,👋 bye
00009_061,user_00009,1782636088,ok bye
00009_063,user_00009,1782636201,🎸 bye
00009_065,user_00009,1782636274,ok going. bye
00009_067,user_00009,1782636309,bye 👋
00009_069,user_00009,1782636424,ok this is my last one lol. bye 🎸
00009_071,user_00009,1782636547,bye 😅
00009_073,user_00009,1782636611,ok done for real. night 🌙
00009_075,user_00009,1782636752,night 👋
00009_077,user_00009,1782636839,🌙 ok bye
00009_079,user_00009,1782636959,bye
00009_081,user_00009,1782637061,ok logging off now 🎸
00009_083,user_00009,1782637126,"thanks, will try 🎸 bye"
00009_085,user_00009,1782637201,bye 👋
00045_001,user_00045,1782706190,honestly not much. supposed to be finishing a demo tonight but i've been staring at the same 8 bars for like two weeks
00045_003,user_00045,1782706289,"idk, technically it's fine, it just sounds like nothing. like i've heard it a thousand times before"
00045_005,user_00045,1782706353,honestly probably the whole thing. or maybe it's just me — i get home from work and there's nothing left in the tank
00045_007,user_00045,1782706520,call center. eight hours of people yelling at me about billing. by 6pm i'm just static
00045_009,user_00045,1782706589,"mornings are worse tbh, i can barely get out of bed. hit snooze like six times today"
00045_011,user_00045,1782706701,"it's gotten worse this year. used to be i'd wake up excited to work on stuff, now it's just kinda gray"
00045_013,user_00045,1782706823,feels bigger i think. like the job's part of it but even on days off i just sit around scrolling
00045_015,user_00045,1782706914,"months, maybe since like february. i keep telling myself next weekend i'll actually do something"
00045_017,user_00045,1782706987,nah not really. my roommate probably notices but we don't really do that kind of talk
00045_019,user_00045,1782707094,i mean i've thought about it. money's tight tho and i don't even know where you'd start with that
00045_021,user_00045,1782707250,"yeah the job might have something like that, never looked. feels weird to use hr for anything tho"
00045_023,user_00045,1782707416,huh ok. i'll maybe look tomorrow if i remember
00045_025,user_00045,1782707527,"yeah. thanks man, that's probably true"
00045_027,user_00045,1782707653,appreciate it. gonna just put on someone else's record and let mine sit for tonight
00045_029,user_00045,1782707734,thanks. later.
00045_031,user_00045,1782707775,✌️
00045_033,user_00045,1782707913,g'night
00045_035,user_00045,1782707967,🙏
00045_037,user_00045,1782708055,out 🎧
00045_039,user_00045,1782708107,🎧✌️
00045_041,user_00045,1782708204,night
00045_043,user_00045,1782708311,zzz
00045_045,user_00045,1782708434,out for real this time 🎧
00045_047,user_00045,1782708512,🤝
00045_049,user_00045,1782708685,ok i'm actually going now lol
00045_051,user_00045,1782708790,night 🎧
00045_053,user_00045,1782708880,😴🎧
00045_055,user_00045,1782708986,ok bye for real
00045_057,user_00045,1782709133,👋
00045_059,user_00045,1782709269,ok i'm actually closing the app now lol night
00045_061,user_00045,1782709361,🎧😴
00045_063,user_00045,1782709484,ok gone
00045_065,user_00045,1782709572,💤
00045_067,user_00045,1782709638,"ok done, night for real"
00045_069,user_00045,1782709747,🌙
00045_071,user_00045,1782709836,ok that's it lol night
00045_073,user_00045,1782709945,night 💤
00045_075,user_00045,1782710093,zzz 🎧
00045_077,user_00045,1782710163,"ok closing for real now, night"
00045_079,user_00045,1782710302,🌙💤
00045_081,user_00045,1782710382,ok bye 🎧
00045_083,user_00045,1782710482,"ok gone for real, night man"
00045_085,user_00045,1782710610,🌙
00045_087,user_00045,1782710681,ok done lol night
00045_089,user_00045,1782710802,night 🎧✌️
00045_091,user_00045,1782710971,"ok that's it, closing the app. night man 🌙"
00045_093,user_00045,1782711068,💤
00045_095,user_00045,1782711223,ok gone 🎧
00045_097,user_00045,1782711295,night for real 🌙
00026_001,user_00026,1782777316,"eh, kinda long. just got off a 12 and my brain is basically static right now"
00026_003,user_00026,1782777481,sitting in my car in the parking garage tbh. been here like 15 min just not moving
00026_005,user_00026,1782777597,"more of a lately thing. used to just drive home and cook or whatever, now i just kinda sit and then get fast food"
00026_007,user_00026,1782777726,"piled up i think. same job, same shifts, i just feel way more done with it than i used to"
00026_009,user_00026,1782777830,i get days off but i mostly just sleep through them. then it's monday again and i'm like where'd that go
00026_011,user_00026,1782777966,i miss it in like a distant way. but when i think about actually picking it up it just feels like one more thing i'd have to do
00026_013,user_00026,1782778059,"oh sorry, guitar. i used to play a lot in my early 20s, barely touched it in like a year"
00026_015,user_00026,1782778214,"it's in the corner of my room, has a hoodie draped over it lol. kind of a sad little sight"
00026_017,user_00026,1782778317,yeah maybe. i'll probably just look at it and feel vaguely bad but sure lol
00026_019,user_00026,1782778392,yeah that's the part i can't figure out. i sleep a ton and still wake up feeling like i didn't
00026_021,user_00026,1782778466,"yeah i know, nurse who won't go to the doctor, classic. i'll get around to it eventually"
00026_023,user_00026,1782778541,"fair point, i'd definitely nag a patient about it. alright i'll drive home, maybe grab a burrito on the way"
00026_025,user_00026,1782778655,thanks man. appreciate you letting me ramble in a parking garage
00026_027,user_00026,1782778771,lol i'll keep you posted. later
00026_029,user_00026,1782778928,"🌮 thanks, night"
00026_031,user_00026,1782779053,"night man, signing off"
00026_033,user_00026,1782779183,🙏 out
00026_035,user_00026,1782779317,✌️
00026_037,user_00026,1782779415,done
00026_039,user_00026,1782779557,"seriously done, night"
00026_041,user_00026,1782779662,...
00026_043,user_00026,1782779782,yeah yeah. bye
00026_045,user_00026,1782779864,"for real, closing my phone now"
00026_047,user_00026,1782779940,night. done texting
00026_049,user_00026,1782780052,...
